index,City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
4570,WESTLAKE,OH,44145,CITIZENS BANK NATL ASSOC,RI,331210,4,1,0,4,1,1,Y,N,53836,0,25000,12500,0
4571,LAMAR,MO,64759,"RURAL MISSOURI, INC.",MO,0,13,1,8,0,1,0,N,N,215000,0,215000,215000,0
4572,Cedar rapids,IA,52404,CEDAR RAPIDS BK & TR CO,IA,522298,2,1,0,2,0,2,N,N,15200,0,15200,7600,0
4573,OAK GROVE,MO,64075,U.S. BANK NATIONAL ASSOCIATION,OH,611420,4,1,1,5,1,1,Y,N,32754,0,17000,8500,1
4574,WYOMING,PA,18644,BANK OF AMERICA NATL ASSOC,PA,0,14,2,0,0,1,0,N,N,220000,0,220000,187000,0
4575,Roanoke,VA,24018,"READYCAP LENDING, LLC",CA,611691,15,2,0,15,0,2,N,N,227800,0,227800,170850,0
4576,EVERETT,WA,98208,HERITAGE BANK,WA,0,3,1,0,0,78760,0,0,N,105000,0,105000,78750,0
4577,DENVER,CO,80202,WELLS FARGO BANK NATL ASSOC,SD,811310,2,1,2,4,1,1,Y,N,93534,0,45000,22500,0
4578,BROOKLYN,NY,11201,UPS CAPITAL BUSINESS CREDIT,NJ,311812,75,1,0,0,1,1,N,N,1333000,0,1333000,999750,0
4579,PARK CITY,UT,84060,MOUNTAIN W. SMALL BUS. FINAN,UT,448310,5,1,3,5,1,0,N,N,393000,0,393000,393000,0
4580,CAMDEN,NY,13311,BANK OF AMERICA NATL ASSOC,NY,0,2,2,0,0,1,0,N,Y,22500,0,22500,18000,0
4581,WASHINGTON,DC,20015,"PNC BANK, NATIONAL ASSOCIATION",DE,562998,5,1,7,5,1,1,0,N,169000,0,169000,126750,0
4582,SOUTH EASTON,MA,2375,CITIZENS BANK NATL ASSOC,RI,484110,4,1,6,10,1,1,0,N,65000,0,65000,32500,1
4583,ST. GEORGE,UT,84770,U.S. BANK NATIONAL ASSOCIATION,OH,621210,1,1,0,0,1,2,N,N,125000,0,125000,93750,0
4584,HIXSON,TN,37343,FIRST VOLUNTEER BANK,TN,811112,4,1,0,0,53250,2,0,Y,100000,0,100000,85000,0
4585,MORRISDALE,PA,16858,"PNC BANK, NATIONAL ASSOCIATION",DE,238120,4,2,0,4,0,1,N,N,20000,0,50000,25000,0
4586,REDONDO BEACH,CA,90277,WELLS FARGO BANK NATL ASSOC,SD,541810,1,1,0,1,1,1,Y,N,125665,0,70000,35000,0
4587,ALLENTOWN,PA,18103,"PNC BANK, NATIONAL ASSOCIATION",PA,448190,3,2,3,3,0,1,N,N,35000,0,35000,17500,0
4588,REDGRANITE,WI,54970,THE FIRST STATE BANK,WI,721110,9,2,0,0,1,2,N,N,1128400,0,1128400,846300,0
4589,PORTERVILLE,CA,93257,BANK OF THE WEST,CA,0,2,1,0,0,1,0,N,N,42500,0,42500,38250,0
4590,NEW BOSTON,OH,45662,SCIOTO ECONOMIC DEVELOPMENT,OH,0,49,1,0,0,0,0,N,N,387000,0,387000,387000,0
4591,HANOVER,MA,2339,CITIZENS BANK NATL ASSOC,RI,314121,1,1,0,1,0,1,Y,N,17779,0,15000,7500,0
4592,BRISTOL,TN,37620,HIGHLANDS UNION BANK,VA,334220,15,1,0,0,1,2,0,Y,95000,0,95000,76000,0
4593,ALBUQUERQUE,NM,87120,ENCHANTMENT LAND CERT. DEVEL C,NM,0,20,2,20,0,67750,0,N,N,650000,0,650000,650000,0
4594,ESCALON,CA,95320,UMPQUA BANK,CA,445110,25,1,20,45,1,2,0,N,332300,0,332300,249225,0
4595,HUNTSVILLE,AL,35802,WELLS FARGO BANK NATL ASSOC,SD,443120,3,2,0,0,1,0,N,N,123000,0,123000,110700,0
4596,TEMPE,AZ,85282,JPMORGAN CHASE BANK NATL ASSOC,IL,541990,1,2,0,1,0,1,N,N,25000,0,25000,12500,0
4597,AUSTIN,TX,78734,JPMORGAN CHASE BANK NATL ASSOC,IL,236115,1,1,0,1,0,1,Y,N,244869,0,100000,50000,0
4598,Lake Park,FL,33403,CALIFORNIA BANK & TRUST,CA,452990,16,1,3,16,0,2,N,N,100000,0,100000,50000,0
4599,AUSTIN,TX,78746,U.S. BANK NATIONAL ASSOCIATION,OH,453998,7,1,0,7,1,1,0,N,242000,0,242000,181500,0
4600,GARLAND,TX,75154,FIRST-CITIZENS BK & TR CO,NC,0,7,2,0,0,1,0,N,N,144500,0,144500,108375,0
4601,CABLE,WI,54821,WISCONSIN BUS. DEVEL FINAN COR,WI,0,50,1,0,0,0,0,N,N,500000,0,500000,500000,0
4602,MANITOWOC,WI,54220,BMO HARRIS BK NATL ASSOC,IL,445110,43,1,0,0,1,1,Y,N,4721,0,30000,15000,1
4603,WINDSOR LOCKS,CT,6096,WELLS FARGO BANK NATL ASSOC,SD,0,1,1,0,0,67735,0,0,N,1311000,0,1311000,749996,1
4604,HUNTINGTON BEACH,CA,92647,WELLS FARGO BANK NATL ASSOC,CA,421990,6,2,1,1,1,1,Y,N,196507,0,100000,50000,0
4605,LAKELAND,FL,33803,CAPITAL ONE NATL ASSOC,VA,453930,4,1,1,4,0,1,N,N,50000,0,50000,25000,1
4606,KIRKLAND,WA,98033,"READYCAP LENDING, LLC",CA,721310,7,1,0,0,1,0,N,N,31039,0,31039,23279,0
4607,LAREDO,TX,78041,TEXAS CERT. DEVEL COMPANY INC.,TX,311812,50,1,10,40,1,2,0,C,225000,0,235000,235000,0
4608,PINE CITY,MN,55063,STEARNS BK NATL ASSOC,MN,113310,2,1,0,0,1,0,N,Y,28000,0,28000,25200,0
4609,SAINT GEORGE,UT,84770,ZIONS FIRST NATIONAL BANK,UT,238110,5,1,0,0,1,2,Y,N,40000,0,40000,20000,0
4610,VAN WERT,OH,45891,CITIZENS BANK NATL ASSOC,RI,484121,38,1,2,40,0,2,Y,N,94951,0,50000,25000,1
4611,OBERLIN,OH,44074,THE HUNTINGTON NATIONAL BANK,OH,713940,2,1,4,2,1,2,0,N,100000,0,100000,50000,0
4612,LUDOWICI,GA,31316,COASTAL AREA DISTRICT DEVEL AU,GA,0,10,2,10,0,81570,0,N,N,149000,0,149000,149000,0
4613,SARATOGA,CA,95070,COMERICA BANK,TX,722211,7,1,0,7,1,1,0,N,85000,0,85000,72250,0
4614,SAN ANTONIO,TX,78251,JPMORGAN CHASE BANK NATL ASSOC,IL,233320,2,1,0,2,1,0,0,N,112500,0,112500,56250,0
4615,ADEL,GA,31620,BANK OF ALAPAHA,GA,722110,1,2,6,1,0,2,N,N,171500,0,171500,154350,1
4616,VALENCIA,CA,91355,BBCN BANK,CA,442299,1,2,3,1,1,0,0,N,5000,0,5000,4250,0
4617,DALLAS,TX,75237,FIRST NATL BK ALBANY/BRECKENRI,TX,0,7,1,0,0,1,1,N,N,531500,0,531500,398625,0
4618,ASHLAND,OR,97520,BANK OF AMERICA NATL ASSOC,NC,238350,3,1,0,3,0,1,Y,N,150000,0,50000,25000,0
4619,OMAHA,NE,68114,FIRST NATIONAL BANK OF OMAHA,NE,561730,2,2,0,0,1,1,N,Y,48473,0,48500,41225,0
4620,OXFORD,NC,27565,"PNC BANK, NATIONAL ASSOCIATION",DE,811118,4,1,3,4,1,1,0,N,500000,0,500000,375000,0
4621,Tahlequah,OK,74464,UMPQUA BANK,OR,445299,2,1,1,2,0,1,N,N,25000,0,50000,42500,0
4622,WINDHAM,NH,3087,CITIZENS BANK NATL ASSOC,RI,541430,3,2,0,3,0,1,N,N,19000,0,19000,9500,0
4623,EXCELSIOR,MN,55331,MINNWEST BANK,MN,524126,1,2,0,1,1,1,Y,N,161015,0,50000,25000,0
4624,BISMARCK,ND,58503,WELLS FARGO BANK NATL ASSOC,ND,333999,9,1,0,0,1,1,N,N,315000,0,315000,236250,1
4625,SACRAMENTO,CA,95821,U.S. BANK NATIONAL ASSOCIATION,OH,541219,11,1,0,11,1,1,0,N,156800,0,159500,119625,0
4626,SAINT JOHNSBURY,VT,5819,COMMUNITY NATIONAL BANK,VT,236118,3,2,0,3,1,2,Y,N,80579,0,50000,25000,0
4627,SKILLMAN,NJ,8558,BANK OF AMERICA NATL ASSOC,NC,451110,4,1,6,10,1,1,Y,N,100950,0,75000,37500,1
4628,WESTMINSTER,MA,1473,BANK OF AMERICA NATL ASSOC,RI,453998,4,1,0,4,1,1,Y,N,19760,0,17200,8600,0
4629,SALT LAKE CITY,UT,84123,ZIONS FIRST NATIONAL BANK,UT,722320,49,1,0,49,0,1,Y,N,79189,0,50000,25000,0
4630,NAPOLEON,OH,43545,GE CAP. SMALL BUS. FINAN CORP,TX,332721,18,1,0,0,1,0,0,N,340500,0,340500,255375,0
4631,ARLINGTON,TX,76011,JPMORGAN CHASE BANK NATL ASSOC,IL,621210,5,1,0,5,0,1,Y,N,72135,0,25000,12500,0
4632,COLD BAY,AK,99571,FIRST NATIONAL BANK ALASKA,AK,114111,2,1,0,0,1,0,N,N,82000,0,82000,68060,0
4633,CLARKSVILLE,TN,37040,MID-CUMBERLAND AREA DEVEL CORP,TN,624410,12,2,13,0,1,2,N,N,377000,0,377000,377000,0
4634,NASHVILLE,TN,37206,BBCN BANK,CA,488999,1,2,5,1,1,1,0,N,5000,0,5000,4250,0
4635,LENEXA,KS,66216,BANK OF BLUE VALLEY,KS,541921,5,2,0,0,1,0,0,Y,112000,0,112000,84000,1
4636,PLAINFIELD,NJ,7060,BANK OF AMERICA NATL ASSOC,NC,238990,11,1,0,11,0,1,Y,N,72643,0,35000,17500,1
4637,CLEVELAND,OH,44121,KEYBANK NATIONAL ASSOCIATION,OH,722211,5,1,3,8,9050,1,0,N,141000,0,141000,119850,0
4638,IDALOU,TX,79329,VISTA BANK,TX,0,36,1,0,0,1,0,N,N,51521,0,51521,38641,0
4639,CASA GRANDE,AZ,85222,WELLS FARGO BANK NATL ASSOC,SD,238290,1,2,0,1,0,1,Y,N,20000,0,20000,10000,1
4640,GREAT FALLS,MT,59403,WELLS FARGO BANK NATL ASSOC,MT,0,20,1,0,0,1,0,N,N,650000,0,650000,520000,0
4641,BALTIMORE HIGHLANDS,MD,21216,"SUPERIOR FINANCIAL GROUP, LLC",CA,511130,1,2,0,1,1,1,0,N,10000,0,10000,8500,1
4642,WORCESTER,MA,1605,COMMERCE BANK & TRUST COMPANY,MA,541430,1,2,2,0,1,1,0,N,45000,0,45000,22500,1
4643,PARAMUS,NJ,7481,"TD BANK, NATIONAL ASSOCIATION",NJ,0,1,2,0,0,1,0,0,N,90000,0,90000,72000,0
4644,BLACK HAWK,SD,57718,U.S. BANK NATIONAL ASSOCIATION,OH,0,2,2,0,0,1,0,N,N,15000,0,15000,13500,0
4645,PATASKALA,OH,43062,THE HUNTINGTON NATIONAL BANK,OH,339999,4,1,0,0,0,2,Y,N,57347,0,25000,12500,0
4646,AUBURN,WA,98002,EVERGREEN BUSINESS CAPITAL,WA,0,6,2,6,0,1,0,N,N,750000,0,750000,750000,0
4647,FULLERTON,CA,92832,BAY AREA EMPLOYMENT DEVEL CO,CA,541320,1233,1,30,0,1,1,0,N,896000,0,902000,902000,0
4648,SAN DIEGO,CA,92128,BANK OF AMERICA NATL ASSOC,NC,212321,5,1,0,5,0,1,Y,N,5000,0,5000,2500,1
4649,LOS ANGELES,CA,90014,BANK OF AMERICA NATL ASSOC,NC,448310,10,1,0,10,0,1,N,N,130000,0,70000,35000,1
4650,CLOVIS,NM,88101,U.S. BANK NATIONAL ASSOCIATION,NM,451130,2,1,0,0,1,1,0,Y,20000,0,20000,16000,0
4651,WOODSTOCK,NY,12498,BANK OF AMERICA NATL ASSOC,RI,236115,6,1,0,6,1,2,Y,N,30000,0,30000,15000,0
4652,SAN JOSE,CA,95128,MUFG UNION BANK NATL ASSOC,CA,0,2,1,0,0,1,0,N,N,50000,0,50000,45000,0
4653,VALENCIA,CA,91355,BANK OF AMERICA NATL ASSOC,NC,722211,10,1,0,10,1,1,Y,N,30000,0,30000,15000,0
4654,Moberly,MO,65270,COMMERCE BANK,MO,453998,1,2,0,1,0,2,N,N,15000,0,15000,7500,0
4655,SCOTTSDALE,AZ,85251,BANK OF AMERICA NATL ASSOC,NC,541330,3,1,0,0,1,1,Y,N,65713,0,60000,30000,0
4656,SAN FRANCISCO,CA,94133,BANK OF AMERICA NATL ASSOC,NC,722110,3,1,0,3,0,1,Y,N,22500,0,15000,7500,0
4657,BARRINGTON,IL,60010,FIFTH THIRD BANK,OH,722110,6,2,0,0,1,1,0,Y,144000,0,144000,122400,0
4658,BOYNTON BEACH,FL,33435,BANESCO USA,FL,0,6,1,0,0,1,0,N,N,150000,0,175000,131250,0
4659,TOLEDO,OH,43613,FIFTH THIRD BANK,OH,442210,3,1,0,0,1,0,N,N,55000,0,55000,47300,0
4660,GEORGETOWN,TX,78628,CAPITAL ONE NATL ASSOC,VA,541330,3,1,0,3,0,1,N,N,50000,0,50000,25000,0
4661,DALLAS,TX,75240,COMPASS BANK,TX,448120,30,1,0,0,1,0,0,N,206500,0,206500,154875,0
4662,MAQUOKETA,IA,52060,,,541810,7,1,0,0,1,0,N,N,61000,0,61000,48800,0
4663,OLDSMAR,FL,34677,BANK OF AMERICA NATL ASSOC,NC,339914,2,1,2,4,1,2,Y,N,20000,0,20000,10000,0
4664,TAMAQUA,PA,18252,MANUFACTURERS & TRADERS TR CO,NY,812111,20,1,10,20,1,1,Y,N,25000,0,25000,12500,0
4665,NEW YORK,NY,10025,BANK OF AMERICA NATL ASSOC,NC,722211,2,2,0,2,0,1,Y,N,10000,0,10000,5000,0
4666,LOS ANGELES,CA,90036,BBCN BANK,CA,448140,2,1,1,2,1,0,0,N,10000,0,10000,8500,1
4667,Minneapolis,MN,55414,ANCHOR BANK NATL ASSOC,MN,236220,4,2,0,4,0,1,N,N,315000,0,315000,283500,0
4668,GLADSTONE,MO,64116,U.S. BANK NATIONAL ASSOCIATION,KS,0,8,1,0,0,1,0,N,Y,50000,0,50000,40000,0
4669,LAWRENCEVILLE,GA,30044,FLORIDA BUS. DEVEL CORP,FL,624410,14,1,3,0,1,1,0,N,483000,0,483000,483000,0
4670,SEAHURST,WA,98106,BANK OF AMERICA NATL ASSOC,NC,812910,2,2,0,2,1,1,Y,N,6800,0,5000,2500,0
4671,HOPKINS,MN,55343,TWIN CITIES-METRO CERT. DEVEL,MN,235420,18,1,4,14,1,0,N,N,138000,0,138000,138000,0
4672,SEBRING,FL,33870,FLORIDA COMMUN BANK NATL ASSOC,FL,0,11,1,0,0,1,0,N,N,100000,0,100000,90000,0
4673,SUN VALLEY,CA,91352,BANK OF AMERICA CALIFORNIA N.A,CA,441110,8,1,0,0,1,0,Y,N,50000,0,50000,25000,0
4674,MINNEAPOLIS,MN,55401,ASSOCIATED BANK NATL ASSOC,MN,541430,3,1,0,0,1,0,,0,157500,0,157500,110250,0
4675,GRASS VALLEY,CA,95949,SBA - EDF ENFORCEMENT ACTION,CO,447190,8,1,6,0,1,2,0,N,568000,0,568000,568000,0
4676,JACKSON,MS,39201,TRUSTMARK NATIONAL BANK,MS,0,7,1,0,0,1,0,N,N,650000,0,650000,520000,0
4677,LOS ANGELES,CA,90029,BANK OF AMERICA NATL ASSOC,NC,722110,4,1,1,4,0,1,Y,N,23036,0,10000,5000,0
4678,ALBUQUERQUE,NM,87109,BANK OF ALBUQUERQUE A DIVISION,NM,541940,4,2,0,0,1,2,0,Y,84600,0,84600,71910,0
4679,LISBON FALLS,ME,4252,BANK OF AMERICA NATL ASSOC,NC,325612,4,1,1,4,0,2,N,N,100000,0,100000,50000,0
4680,NORTH PLATTE,NE,69101,BANK OF KEYSTONE,NE,811192,3,1,0,0,1,1,0,Y,45000,0,45000,38250,0
4681,PLACERVILLE,CA,95667,SBA - EDF ENFORCEMENT ACTION,CO,721110,6,1,2,6,1,2,0,N,1045000,0,1045000,1045000,0
4682,WATER MILL,NY,11976,SUFFOLK CNTY NATL BK OF RIVER,NY,811411,1,1,0,1,1,2,Y,N,13578,0,10000,5000,0
4683,RULE,TX,79547,HAMLIN NATIONAL BANK,TX,325320,1,1,0,0,1,0,0,Y,23680,0,23680,18944,0
4684,Tarrytown,NY,10591,KEYBANK NATIONAL ASSOCIATION,OH,238210,4,1,0,4,0,1,Y,N,45025,0,25000,12500,0
4685,WALLINGFORD,CT,6492,BANK OF AMERICA NATL ASSOC,NC,0,7,1,0,0,1,0,N,N,268000,0,268000,201000,0
4686,DENVER,CO,80227,U.S. BANK NATIONAL ASSOCIATION,OH,811490,6,1,6,12,0,1,Y,N,155780,0,50000,25000,0
4687,STOCKTON,CA,95207,WELLS FARGO BANK NATL ASSOC,SD,0,50,1,0,0,1,0,N,Y,98800,0,98800,88920,0
4688,OGDEN,UT,84401,UTAH CERT. DEVEL CO,UT,235910,4,1,10,4,1,0,N,N,331000,0,331000,331000,0
4689,MOUNT LAUREL,NJ,8054,CITIZENS BANK NATL ASSOC,RI,561790,1,1,1,2,1,1,Y,N,10000,0,10000,5000,0
4690,AUSTIN,TX,78758,JPMORGAN CHASE BANK NATL ASSOC,NV,0,4,1,0,4,1,0,0,N,100000,0,100000,80000,0
4691,BETHANY,MO,64424,BTC BANK,MO,0,4,2,0,0,1,0,N,N,132000,0,132000,118800,0
4692,COLLINSVILLE,OK,74021,CROSSFIRST BANK,OK,0,3,2,0,0,1,1,0,Y,35000,0,35000,28000,0
4693,DAVENPORT,IA,52808,WELLS FARGO BANK NATL ASSOC,IA,0,8,1,0,0,0,0,N,N,75000,0,85000,63750,1
4694,Oxford,PA,19363,NATIONAL PENN BANK,PA,424330,21,2,9,21,0,1,Y,N,712000,0,350000,175000,1
4695,GLENDORA,CA,91740,CITY NATIONAL BANK,CA,453110,2,1,0,0,1,0,0,N,25000,0,25000,20000,0
4696,HOWELL,NJ,7731,BANK OF AMERICA NATL ASSOC,NJ,0,3,1,0,0,1,0,N,Y,25000,0,25000,22500,0
4697,LA PUENTE,CA,91744,BANK OF AMERICA CALIFORNIA N.A,CA,621111,3,1,1,3,1,1,0,N,139500,0,139500,104625,0
4698,PLANO,TX,75093,SOUTHWEST BANK,TX,812320,2,2,6,8,1,1,0,N,60000,0,60000,51000,0
4699,OSWEGO,IL,60543,FIRST AMERICAN BANK,IL,325199,2,2,0,2,1,1,N,N,45000,0,45000,22500,0
4700,WOOD RIVER,IL,62095,U.S. BANK NATIONAL ASSOCIATION,OH,0,107,1,0,0,1,0,N,N,75000,0,307000,260950,0
4701,SILVER SPRING,MD,20910,INNOVATIVE BANK,CA,541611,1,1,1,1,1,0,0,N,10000,0,10000,8500,0
4702,WATERBURY,CT,6708,ION BANK,CT,0,2,1,0,0,1,0,N,Y,35000,0,35000,31500,0
4703,WESTMINSTER,CA,92683,BANK OF AMERICA NATL ASSOC,NC,722213,1,2,0,1,0,1,Y,N,15000,0,10000,5000,1
4704,DERBY,CO,80229,"READYCAP LENDING, LLC",CA,334210,4,1,4,0,1,2,0,N,217000,0,217000,162750,0
4705,Ellenwood,GA,30294,"BUSINESS LOAN CENTER, LLC",FL,561720,2,1,0,2,0,1,N,N,25000,0,25000,21250,0
4706,ROSEMONT,PA,19010,BANK OF AMERICA NATL ASSOC,RI,541320,6,1,0,6,1,1,Y,N,40715,0,24100,12050,0
4707,NORFOLK,VA,23507,BANK OF AMERICA NATL ASSOC,NC,812199,2,2,0,0,1,2,Y,N,10000,0,10000,5000,1
4708,EAGLE MOUNTAIN,UT,84005,MOUNTAIN AMERICA FCU,UT,541310,1,1,0,1,0,2,Y,N,56000,0,33000,16500,1
4709,LANSING,MI,48912,THE HUNTINGTON NATIONAL BANK,OH,621210,5,2,0,0,0,1,N,N,643500,0,643500,482625,0
4710,JERSEY CITY,NJ,7306,SANTANDER BANK NATL ASSOC,DE,238990,8,1,0,8,0,1,Y,N,350000,0,350000,175000,0
4711,ALBUQUERQUE,NM,87109,ENCHANTMENT LAND CERT. DEVEL C,NM,541330,25,1,25,0,1,0,N,N,309000,0,309000,309000,0
4712,JEFFERSON,WI,53549,PREMIER BANK,WI,444130,18,1,0,0,84025,2,0,Y,125000,0,125000,106250,0
4713,BRECKENRIDGE,CO,80424,WELLS FARGO BANK NATL ASSOC,SD,236118,1,1,2,3,0,1,Y,N,42262,0,30000,15000,0
4714,Decatur,GA,30030,UMPQUA BANK,OR,327212,2,1,1,2,0,1,N,,25000,0,25000,21250,1
4715,GEORGETOWN,OH,45121,THE HUNTINGTON NATIONAL BANK,OH,233210,1,2,0,1,1,1,Y,N,66742,0,15000,7500,0
4716,POINT HARBOR,NC,27964,SOUTHERN BK & TR CO,NC,487210,2,1,0,0,1,1,N,N,325000,0,325000,243750,0
4717,Hudson,CO,80642,FIRST NATIONAL BANK OF OMAHA,NE,448190,2,1,2,2,0,2,N,N,15000,0,15000,7500,0
4718,SAN JOSE,CA,95112,BANK OF AMERICA NATL ASSOC,NC,812112,1,2,0,1,0,1,Y,N,19818,0,10000,5000,1
4719,NATICK,MA,1760,BANK OF AMERICA NATL ASSOC,NC,0,3,1,0,0,1,0,N,Y,10000,0,10000,8000,0
4720,EULESS,TX,76040,U.S. BANK NATIONAL ASSOCIATION,OH,332311,96,1,0,96,1,1,0,N,762500,0,855000,641250,1
4721,ROSWELL,GA,30076,LOANS FROM OLD CLOSED LENDERS,DC,451110,17,1,4,13,1,0,0,N,810000,0,810000,607500,0
4722,KALAHEO,HI,96741,BANK OF HAWAII,HI,487210,32,1,0,0,1,2,N,N,183751,0,195000,146250,0
4723,ROCK VALLEY,IA,51247,SIOUXLAND ECONOMIC DEVEL CORP,IA,0,7,2,7,0,79140,0,N,N,223000,0,223000,223000,0
4724,UPPER DARBY,PA,19082,CITIZENS BANK NATL ASSOC,RI,812112,10,1,0,10,0,1,Y,N,18333,0,5000,2500,0
4725,LOS ANGELES,CA,90021,HANMI BANK,CA,313312,4,1,0,4,1,1,Y,N,100000,0,100000,50000,0
4726,FAIRFAX,VA,22030,BRANCH BK. & TR CO,VA,541430,3,1,0,0,1,0,N,Y,75000,0,75000,67500,0
4727,KNOXVILLE,TN,37923,BRANCH BK. & TR CO,NC,237990,5,1,0,5,0,2,Y,N,299895,0,150000,75000,0
4728,MERCHANTVILLE,NJ,8109,"PNC BANK, NATIONAL ASSOCIATION",DE,722110,2,2,2,2,1,1,0,N,68000,0,68000,57800,0
4729,CANTON,MI,48187,KEYBANK NATIONAL ASSOCIATION,OH,323114,2,2,1,3,2932,1,0,N,197000,0,197000,147750,1
4730,EXETER,PA,18643,BANK OF AMERICA NATL ASSOC,NC,722110,4,1,0,4,1,1,N,N,15000,0,15000,7500,0
4731,PLEASANT HOPE,MO,65725,EMPIRE BANK,MO,235410,45,1,0,0,1,0,N,N,200000,0,200000,150000,0
4732,MIAMI,FL,33138,BANK OF AMERICA NATL ASSOC,NC,561499,1,1,0,1,1,1,Y,N,38500,0,38500,19250,0
4733,NORTH ROYALTON,OH,44133,GROWTH CAPITAL CORP.,OH,422690,2,1,3,0,1,1,N,N,194000,0,194000,194000,0
4734,FRANKLIN PARK,IL,60131,CITIZENS BANK NATL ASSOC,RI,444190,4,2,0,4,1,1,N,N,75000,0,75000,37500,1
4735,CROMWELL (TOWN OF),CT,6416,SANTANDER BANK NATL ASSOC,DE,238160,8,1,0,8,1,2,Y,N,140791,0,75000,37500,0
4736,KITTANNING,PA,16201,S & T BANK,PA,722110,1,2,6,1,0,2,N,N,270000,0,270000,243000,0
4737,GREENSBORO,NC,27406,CAPITAL ONE NATL ASSOC,VA,236115,1,1,1,1,1,1,0,N,50000,0,50000,25000,1
4738,NORTH RIDGEVILLE,OH,44039,CITIZENS BANK NATL ASSOC,RI,541430,1,1,0,1,1,1,N,N,45000,0,45000,22500,0
4739,BLYTHEVILLE,AR,72315,"BUSINESS LOAN CENTER, LLC",SC,721110,1,1,7,1,1,1,0,N,1335000,0,1335000,999995,0
4740,RANTOUL,KS,66079,BANK OF THE PRAIRIE,KS,237110,1,2,0,1,0,2,Y,N,167786,0,90000,45000,0
4741,PRINCETON,NJ,8540,BANK OF AMERICA NATL ASSOC,NC,0,1,2,1,1,1,1,Y,N,50000,0,50000,25000,0
4742,ARLINGTON,WA,98241,FIRST HERITAGE BANK,WA,113310,2,1,1,2,1,1,0,N,327000,0,327000,245250,0
4743,IRVING,TX,75061,WELLS FARGO BANK NATL ASSOC,SD,0,25,1,0,0,1,0,N,N,500000,0,500000,400000,0
4744,SENECA FALLS,NY,13148,FIVE STAR BANK,NY,453110,6,1,0,0,1,2,N,N,225000,0,225000,168750,0
4745,KILLEN,AL,35645,SUNTRUST BANK,GA,561730,5,1,0,0,1,2,0,Y,50000,0,50000,42500,0
4746,SARASOTA,FL,34234,WELLS FARGO BANK NATL ASSOC,CA,811111,2,1,0,0,1,0,0,N,14814,0,15000,7500,1
4747,PARKERSBURG,WV,26101,BANK OF AMERICA NATL ASSOC,RI,722410,5,2,0,0,1,0,0,Y,45000,0,45000,36000,0
4748,PERHAM,MN,56573,TWIN CITIES-METRO CERT. DEVEL,MN,531210,4,1,1,4,1,2,0,N,104000,0,104000,104000,0
4749,BELMONT,NH,3220,NORTHWAY BANK,NH,812112,5,1,0,0,1,2,0,Y,70000,0,70000,59500,0
4750,VADNAIS HEIGHTS,MN,55110,SPEDCO,MN,0,22,1,7,15,1,1,N,N,494000,0,506000,506000,0
4751,PAMPA,TX,79065,AIMBANK,TX,235610,10,1,0,0,1,2,N,N,205000,0,205000,153750,0
4752,PALISADES PARK,NJ,7650,"PNC BANK, NATIONAL ASSOCIATION",DE,722211,5,2,2,5,1,1,0,N,45000,0,45000,22500,1
4753,CONCORD,MA,1742,CITIZENS BANK NATL ASSOC,RI,311920,9,1,3,12,0,1,N,N,220000,0,220000,110000,0
4754,HIALEAH,FL,33014,HSBC BK USA NATL ASSOC,NY,452990,14,1,0,14,0,1,Y,N,100000,0,100000,50000,0
4755,BRIDGEPORT,CT,6607,"TD BANK, NATIONAL ASSOCIATION",DE,332710,16,1,3,19,1,1,Y,N,288000,0,200000,100000,0
4756,PALMER,MA,1069,WESTERN MASSACHUSETTS SMALL,MA,331221,113,1,20,93,0,0,N,N,500000,0,500000,500000,0
4757,ALVIN,TX,77511,SILVERTON BRIDGE BANK NATL ASS,GA,713950,14,1,0,0,1,0,N,N,730000,0,750000,607500,1
4758,EL DORADO,KS,67042,INTRUST BANK NATL ASSOC,KS,811111,3,2,2,3,0,1,N,,66000,0,66000,56100,1
4759,POMONA,CA,91767,PACIFIC WESTERN BANK,CA,621111,10,1,4,14,1,1,0,N,315000,0,315000,236250,0
4760,MINNEAPOLIS,MN,55408,WELLS FARGO BANK NATL ASSOC,SD,812113,4,1,0,4,1,1,Y,N,38638,0,25000,12500,1
4761,Bowling Green,KY,42101,"PNC BANK, NATIONAL ASSOCIATION",DE,453998,6,1,3,6,1,2,Y,N,42457,0,20000,10000,0
4762,MEMPHIS,TN,38116,SIX BRIDGES CAP. CORP,AR,624410,12,1,10,0,1,1,0,N,338000,0,347000,347000,0
4763,HASTINGS,MN,55033,SPEDCO,MN,423990,6,1,5,6,1,2,0,N,463000,0,463000,463000,0
4764,BRANDON,FL,33511,BANK OF AMERICA NATL ASSOC,NC,812990,2,1,12,2,0,1,N,N,69000,0,35000,17500,1
4765,MINNEAPOLIS,MN,55407,BMO HARRIS BK NATL ASSOC,IL,445110,2,2,0,0,1,1,N,Y,11000,0,11000,8800,0
4766,Nanuet,NY,10954,KEYBANK NATIONAL ASSOCIATION,OH,334220,2,2,0,2,0,1,N,N,36800,0,36800,18400,0
4767,PHOENIX,AZ,85014,WELLS FARGO BANK NATL ASSOC,SD,454210,27,1,0,0,1,1,N,N,563000,0,563000,422250,0
